OBJECTID,POI_ID,SUM_LENGTHKM,MIN_HYDROSEQ,MAX_STARTFLAG,MAX_SO,SUM_TRAV_TIME,MAX_CUMDRAINAG,TOCOMID2,To_POI_ID,PROD_UNIT,tosegment_orig,tosegment_comment,seg_id,tosegment,region,headwaterArea,FTYPE,TOFTYPE,regionOutlet,ToRegion,ToRegionToSegment,seg_id_nat,seg_id_reg,Shape_Length
359,20073623,26.44,736200005,0,4,18.68989439,1572.471,20073119,20073613,11d,3072,,3073,3072,11,2,StreamRiver,StreamRiver,0,,,36702,3073,26439.83665
360,20073631,32.079,736200040,0,4,23.92363212,1016.6472,20073629,20073167,11d,3070,,3074,3070,11,2,StreamRiver,StreamRiver,0,,,36703,3074,32080.01468
361,21042814,12.87,733102087,0,6,12.98817381,25933.2842,21042820,21042888,11c,3475,,3473,3475,11,2,StreamRiver,StreamRiver,0,,,37102,3473,12870.64363
362,21042816,3.136,733102093,0,6,3.892819573,26043.0356,21042820,21042888,11c,3475,,3474,3475,11,2,StreamRiver,StreamRiver,0,,,37103,3474,3137.454834
363,21042888,1.928,733102035,0,6,3.10588458,174.9555,21042906,21045804,11c,3493,,3475,3493,11,2,StreamRiver,StreamRiver,0,,,37104,3475,1928.263436
364,21043420,3.641,733101788,0,4,2.960805348,221.9013,21043418,21044112,11c,3481,,3476,3481,11,2,StreamRiver,StreamRiver,0,,,37105,3476,3641.034277
365,21043526,24.022,733101808,1,4,22.98809219,181.1682,21043528,21043420,11c,3476,,3477,3476,11,2,StreamRiver,StreamRiver,0,,,37106,3477,24023.51367
366,21043646,2.942,733101253,0,6,6.576546208,26421.0095,21043688,21046194,11c,3497,,3478,3497,11,2,StreamRiver,StreamRiver,0,,,37107,3478,2941.701999
367,21043648,14.231,733101232,0,6,19.82285092,26267.9888,21043688,21046194,11c,3497,,3479,3497,11,2,StreamRiver,StreamRiver,0,,,37108,3479,14230.56577
368,21043720,21.17,733100797,1,4,23.62111229,70.4241,21043868,21046286,11c,3501,,3480,3501,11,2,StreamRiver,StreamRiver,0,,,37109,3480,21168.71629
369,21044112,27.161,733101582,0,5,23.88788212,660.0303,21044156,21044280,11c,3484,,3481,3484,11,2,StreamRiver,StreamRiver,0,,,37110,3481,27157.86753
370,21044272,0.548,733101429,0,5,0.357776572,1042.8822,21044266,21046196,11c,3498,,3482,3498,11,2,StreamRiver,StreamRiver,0,,,37111,3482,547.5834672
371,21044274,6.907,733101431,0,5,5.101985812,1041.9066,21044272,21044272,11c,3482,,3483,3482,11,2,StreamRiver,StreamRiver,0,,,37112,3483,6907.074858
372,21044280,5.878,733101572,0,5,4.668007136,689.913,21044278,21044274,11c,3483,,3484,3483,11,2,StreamRiver,StreamRiver,0,,,37113,3484,5878.044336
373,21044576,22.898,733100971,1,4,23.70253195,152.6697,21044496,21046228,11c,3500,,3485,3500,11,2,StreamRiver,StreamRiver,0,,,37114,3485,22898.28015
374,21044630,22.263,733101390,1,4,23.26811979,114.2739,21044608,21045954,11c,3495,,3486,3495,11,2,StreamRiver,StreamRiver,0,,,37115,3486,22262.10122
375,21044652,22.392,733101518,1,4,22.69211197,133.506,21044668,21045692,11c,3490,,3487,3490,11,2,StreamRiver,StreamRiver,0,,,37116,3487,22390.57896
376,21045412,20.481,733100268,1,3,22.16428464,99.4293,21047026,21047280,11c,3509,,3488,3509,11,2,StreamRiver,StreamRiver,0,,,37117,3488,20482.87904
377,21045614,21.426,733101740,1,4,22.62790669,86.598,21043418,21044112,11c,3481,,3489,3481,11,2,StreamRiver,StreamRiver,0,,,37118,3489,21427.12295
378,21045692,20.119,733101442,0,4,17.26371286,315.8208,21044278,21044274,11c,3483,,3490,3483,11,2,StreamRiver,StreamRiver,0,,,37119,3490,20118.12986
379,21045780,0.269,733102164,0,6,0.188957559,25933.3625,21045784,21042816,11c,3474,,3491,3474,11,2,ArtificialPath,ArtificialPath,0,,,37120,3491,269.0343739
380,21045782,16.67,733102111,1,4,19.36388315,88.4826,21045784,21042816,11c,3474,,3492,3474,11,2,ArtificialPath,ArtificialPath,0,,,37121,3492,16669.78222
381,21045804,0.538,733102029,0,4,0.547037534,175.4757,21045808,21043648,11c,3479,,3493,3479,11,2,ArtificialPath,ArtificialPath,0,,,37122,3493,538.1219917
382,21045806,1.009,733102095,0,6,0.392405143,26046.2432,21045808,21043648,11c,3479,,3494,3479,11,2,ArtificialPath,ArtificialPath,0,,,37123,3494,1008.870899
383,21045954,7.141,733101375,0,4,7.313722311,134.6517,21044266,21046196,11c,3498,,3495,3498,11,2,StreamRiver,StreamRiver,0,,,37124,3495,7141.805437
384,21046034,1.048,733101907,0,6,0.389803585,26420.0726,21046036,21043646,11c,3478,,3496,3478,11,2,ArtificialPath,ArtificialPath,0,,,37125,3496,1048.426448
385,21046194,11.006,733101130,0,6,19.60920553,26495.0363,21046198,21046224,11c,3499,,3497,3499,11,2,ArtificialPath,ArtificialPath,0,,,37126,3497,11002.86344
386,21046196,14.003,733101095,0,5,21.43017266,1265.211,21046198,21046224,11c,3499,,3498,3499,11,2,ArtificialPath,ArtificialPath,0,,,37127,3498,14005.27515
387,21046224,4.075,733101045,0,6,1.776341321,27874.1486,21046238,21046292,11c,3502,,3499,3502,11,2,ArtificialPath,ArtificialPath,0,,,37128,3499,4074.789871
388,21046228,10.08,733100958,0,4,9.404769351,185.6394,21046238,21046292,11c,3502,,3500,3502,11,2,ArtificialPath,ArtificialPath,0,,,37129,3500,10079.62819
389,21046286,11.343,733100786,0,4,10.96336904,94.8231,21046294,21046978,11c,3506,,3501,3506,11,2,ArtificialPath,ArtificialPath,0,,,37130,3501,11342.57864
390,21046292,8.133,733100842,0,6,12.11398015,28268.6591,21046294,21046978,11c,3506,,3502,3506,11,2,ArtificialPath,ArtificialPath,0,,,37131,3502,8133.323736
391,21046978,25.402,733100340,0,6,49.07163395,29007.8264,21047278,21047070,11c,3508,,3506,3508,11,2,StreamRiver,StreamRiver,0,,,37135,3506,25403.23259
392,21047070,15.444,733100240,0,6,6.086703637,29357.0966,21047094,21047788,11c,3511,,3508,3511,11,2,StreamRiver,StreamRiver,0,,,37137,3508,15400.57135
393,21047280,9.055,733100252,0,4,8.186533534,140.7753,21047278,21047070,11c,3508,,3509,3508,11,2,StreamRiver,StreamRiver,0,,,37138,3509,9054.772024
394,21061730,20.709,733501916,1,4,20.80404047,123.5871,21061964,21061964,11d,3514,,3512,3514,11,2,StreamRiver,StreamRiver,0,,,37141,3512,20708.96664
395,21061888,22.362,733502098,1,4,23.80556836,127.1592,21061890,21061966,11d,3515,,3513,3515,11,2,StreamRiver,StreamRiver,0,,,37142,3513,22360.89615
396,21061964,7.019,733501912,0,4,6.088988949,141.0975,21061984,21062034,11d,3517,,3514,3517,11,2,StreamRiver,StreamRiver,0,,,37143,3514,7019.06936
397,21061966,12.819,733501992,0,4,11.12191711,235.314,21061984,21062034,11d,3517,,3515,3517,11,2,StreamRiver,StreamRiver,0,,,37144,3515,12817.92199
398,21062032,6.944,733501775,0,4,6.40229768,162.6588,21062114,21065840,11d,3533,,3516,3533,11,2,StreamRiver,StreamRiver,0,,,37145,3516,6943.240667
399,21062034,2.609,733501909,0,5,2.201768062,382.6728,21062114,21065840,11d,3533,,3517,3533,11,2,StreamRiver,StreamRiver,0,,,37146,3517,2608.261528
400,21062274,15.801,733501558,1,3,18.83823675,56.0475,21063328,21065932,11d,3534,,3518,3534,11,2,StreamRiver,StreamRiver,0,,,37147,3518,15800.78687
401,21063326,18.194,733501868,1,3,21.44470255,59.4063,21061832,21062032,11d,3516,,3519,3516,11,2,StreamRiver,StreamRiver,0,,,37148,3519,18194.65535
402,21063842,17.787,733500917,1,4,22.91808742,187.9839,21063862,21066416,11d,3539,,3520,3539,11,2,StreamRiver,StreamRiver,0,,,37149,3520,17785.7206
403,21064060,19.737,733500428,1,3,23.16568332,64.26,21064052,21065086,11d,3524,,3521,3524,11,2,StreamRiver,StreamRiver,0,,,37150,3521,19739.21926
404,21064590,18.463,733500542,1,4,23.53995739,58.5576,21064634,21065352,11d,3527,,3522,3527,11,2,StreamRiver,StreamRiver,0,,,37151,3522,18464.17968
405,21064850,31.313,733500634,0,4,23.17887469,748.3464,21064882,21066388,11d,3536,,3523,3536,11,2,StreamRiver,StreamRiver,0,,,37152,3523,31313.6963
406,21065086,27.853,733500268,0,4,23.89967562,379.7163,21065260,21065332,11d,3526,,3524,3526,11,2,StreamRiver,StreamRiver,0,,,37153,3524,27853.13132
407,21065316,19.134,733501255,1,3,23.62977501,41.49,21065376,21065800,11d,3530,,3525,3530,11,2,StreamRiver,StreamRiver,0,,,37154,3525,19133.97307
408,21065332,5.574,733500248,0,4,4.361545991,410.3811,21065446,21065824,11d,3531,,3526,3531,11,2,StreamRiver,StreamRiver,0,,,37155,3526,5573.75686
409,21065352,24.252,733500455,0,4,24.91416037,254.6946,21065446,21065824,11d,3531,,3527,3531,11,2,StreamRiver,StreamRiver,0,,,37156,3527,24253.55043
410,21065500,17.574,733500171,1,4,21.85545114,76.9761,21065564,21066394,11d,3538,,3528,3538,11,2,StreamRiver,StreamRiver,0,,,37157,3528,17573.83818
411,21065726,21.984,733501306,0,4,21.13950217,217.26,21066392,21066562,11d,3543,,3529,3543,11,2,StreamRiver,StreamRiver,0,,,37158,3529,21983.34657
412,21065800,21.81,733501204,0,4,22.99338478,147.123,21065826,21066550,11d,3540,,3530,3540,11,2,StreamRiver,StreamRiver,0,,,37159,3530,21809.88006
413,21065824,13.92,733500231,0,5,10.17501649,715.4946,21065838,21065838,11d,3532,,3531,3532,11,2,StreamRiver,StreamRiver,0,,,37160,3531,13920.02876
414,21065838,0.374,733500230,0,5,0.315052605,1614.0375,21065946,21066622,11d,3550,,3532,3550,11,2,StreamRiver,StreamRiver,0,,,37161,3532,374.1650177
415,21065840,29.078,733501622,0,5,21.22106159,905.6916,21065850,21066586,11d,3546,,3533,3546,11,2,StreamRiver,StreamRiver,0,,,37162,3533,29078.08128
416,21065932,18.015,733501531,0,4,17.7701985,124.2189,21065940,21066682,11d,3552,,3534,3552,11,2,StreamRiver,StreamRiver,0,,,37163,3534,18015.47649
417,21066298,17.319,733501383,1,3,21.10998665,33.795,21065150,21065726,11d,3529,,3535,3529,11,2,StreamRiver,StreamRiver,0,,,37164,3535,17319.24144
418,21066388,30.343,733500575,0,4,21.67374365,892.5669,21066390,21066390,11d,3537,,3536,3537,11,2,StreamRiver,StreamRiver,0,,,37165,3536,30344.21667
419,21066390,4.395,733500573,0,4,3.413085908,898.3827,21065838,21065838,11d,3532,,3537,3532,11,2,StreamRiver,StreamRiver,0,,,37166,3537,4394.563789
420,21066394,17.376,733500146,0,4,18.67833424,120.6351,21065946,21066622,11d,3550,,3538,3550,11,2,StreamRiver,StreamRiver,0,,,37167,3538,17377.12204
421,21066416,28.3,733500821,0,4,23.86667893,386.3457,21064160,21064850,11d,3523,,3539,3523,11,2,ArtificialPath,StreamRiver,0,,,37168,3539,28301.03689
422,21066550,3.577,733501177,0,4,3.429065786,198.153,21066554,21066554,11d,3541,,3540,3541,11,2,ArtificialPath,ArtificialPath,0,,,37169,3540,3577.211695
423,21066554,0.81,733501176,0,6,0.333244089,23777.9516,21066556,21066624,11d,3551,,3541,3551,11,2,ArtificialPath,ArtificialPath,0,,,37170,3541,810.341814
424,21066558,21.957,733501067,0,4,23.24520327,137.4156,21066556,21066624,11d,3551,,3542,3551,11,2,ArtificialPath,ArtificialPath,0,,,37171,3542,21956.84628
425,21066562,11.33,733501283,0,4,10.63302236,272.5947,21066574,21066566,11d,3545,,3543,3545,11,2,ArtificialPath,ArtificialPath,0,,,37172,3543,11328.59909
426,21066564,4.718,733501408,0,6,1.868554579,23268.9314,21066574,21066566,11d,3545,,3544,3545,11,2,ArtificialPath,ArtificialPath,0,,,37173,3544,4718.207852
427,21066566,12.792,733501276,0,6,5.316396868,23579.0543,21066554,21066554,11d,3541,,3545,3541,11,2,ArtificialPath,ArtificialPath,0,,,37174,3545,12792.27748
428,21066586,6.319,733501431,0,5,4.419391969,1336.7034,21066584,21066564,11d,3544,,3546,3544,11,2,ArtificialPath,ArtificialPath,0,,,37175,3546,6318.695428
429,21066592,0.513,733502183,0,6,0.186406155,21895.5413,21066584,21066564,11d,3544,,3547,3544,11,2,ArtificialPath,ArtificialPath,0,,,37176,3547,513.3116202
430,21066594,11.583,733502184,1,4,16.18304493,184.3227,21066592,21066592,11d,3547,,3548,3547,11,2,ArtificialPath,ArtificialPath,0,,,37177,3548,11581.54353
431,21066596,35.844,733502287,0,6,19.7758983,21710.8478,21066592,21066592,11d,3547,,3549,3547,11,2,ArtificialPath,ArtificialPath,0,,,37178,3549,35842.13741
432,21066622,5.572,733500144,0,5,3.776461565,1748.8872,21066748,21042814,11d,3473,,3550,3473,11,2,ArtificialPath,ArtificialPath,0,,,37179,3550,5571.952734
433,21066624,20.725,733500956,0,6,9.101998455,24126.3182,21066748,21042814,11d,3473,,3551,3473,11,2,ArtificialPath,ArtificialPath,0,,,37180,3551,20724.20263
434,21066682,18.406,733501510,0,4,16.90447257,253.7343,21065850,21066586,11d,3546,,3552,3546,11,2,StreamRiver,StreamRiver,0,,,37181,3552,18405.42335
435,21067734,19.471,733501151,1,3,23.8774113,36.6273,21067670,21066558,11d,3542,,3553,3542,11,2,StreamRiver,StreamRiver,0,,,37182,3553,19469.71282
436,21080492,18.78,733901012,1,3,22.80353963,90.6039,21080490,21080700,11d,3555,,3554,3555,11,2,StreamRiver,StreamRiver,0,,,37183,3554,18779.34109
437,21080700,18.04,733900963,0,3,22.03342347,401.049,21080718,21084274,11d,3559,,3555,3559,11,2,StreamRiver,StreamRiver,0,,,37184,3555,18039.89115
438,21084186,12.33,733900723,0,4,10.05526762,923.3028,21084286,21084540,11d,3562,,3556,3562,11,2,StreamRiver,StreamRiver,0,,,37185,3556,12329.56972
439,21084190,1.131,733900674,0,4,1.104192458,127.5057,21084286,21084540,11d,3562,,3557,3562,11,2,StreamRiver,StreamRiver,0,,,37186,3557,1131.453772
440,21084236,24.764,733900776,0,4,21.93307473,813.8799,21084208,21084186,11d,3556,,3558,3556,11,2,StreamRiver,StreamRiver,0,,,37187,3558,24762.94823
441,21084274,24.26,733900872,0,4,23.44536205,606.8745,21084282,21084236,11d,3558,,3559,3558,11,2,StreamRiver,StreamRiver,0,,,37188,3559,24260.31085
442,21084508,7.47,733901050,1,4,11.12661099,69.5628,21084544,21084544,11d,3563,,3560,3563,11,2,StreamRiver,StreamRiver,0,,,37189,3560,7469.879741
443,21084526,6.801,733900636,0,5,8.334860394,1203.5619,21084544,21084544,11d,3563,,3561,3563,11,2,StreamRiver,StreamRiver,0,,,37190,3561,6801.294205
444,21084540,26.125,733900644,0,5,22.13822499,1168.3305,21084542,21084526,11d,3561,,3562,3561,11,2,StreamRiver,StreamRiver,0,,,37191,3562,26126.50383
445,21084544,2.278,733900635,0,5,1.745292245,1275.0849,21084554,21084942,11d,3564,,3563,3564,11,2,StreamRiver,StreamRiver,0,,,37192,3563,2277.714596
446,21084942,28.117,733900407,0,5,23.5752772,2761.8219,21084972,21086428,11d,3568,,3564,3568,11,2,StreamRiver,StreamRiver,0,,,37193,3564,28114.01445
447,21085134,14.689,733900285,1,4,16.95745638,151.9362,21085112,21085360,11d,3566,,3565,3566,11,2,StreamRiver,StreamRiver,0,,,37194,3565,14690.1082
448,21085360,18.982,733900186,0,5,11.9877162,3307.9599,21085392,21086452,11d,3569,,3566,3569,11,2,StreamRiver,StreamRiver,0,,,37195,3566,18985.51766
449,21085364,20.06,733900125,1,4,23.56801596,69.8004,21085392,21086452,11d,3569,,3567,3569,11,2,StreamRiver,StreamRiver,0,,,37196,3567,20059.95378
450,21086428,6.936,733900348,0,5,4.632361952,3071.3085,21085112,21085360,11d,3566,,3568,3566,11,2,StreamRiver,StreamRiver,0,,,37197,3568,6936.345297
451,21086452,12.209,733900087,0,5,7.094026416,3434.9724,21086542,21087200,11d,3571,,3569,3571,11,2,StreamRiver,StreamRiver,0,,,37198,3569,12208.56909
452,21086556,17.72,733900678,1,4,23.00962666,108.846,21084190,21084190,11d,3557,,3570,3557,11,2,Connector,StreamRiver,0,,,37199,3570,17720.37225
453,21087200,19.173,733900024,0,5,12.4602243,3497.0157,21067346,21066596,11d,3549,,3571,3549,11,2,ArtificialPath,ArtificialPath,0,,,37200,3571,19172.00893
454,21096395,44.216,734300630,0,6,23.56726466,14178.4992,21096391,21097785,11d,3573,,3572,3573,11,2,StreamRiver,StreamRiver,0,,,37201,3572,44213.37145
455,21097785,50.936,734300437,0,6,22.5554311,17218.3007,21097811,21097975,11d,3574,,3573,3574,11,2,ArtificialPath,ArtificialPath,0,,,37202,3573,50938.94412
456,21097975,11.287,734300367,0,6,4.673217514,17431.0949,21097947,21098897,11d,3575,,3574,3575,11,2,ArtificialPath,ArtificialPath,0,,,37203,3574,11286.86056
457,21098897,28.715,734300211,0,6,15.53496175,17782.3127,21098905,21098987,11d,3577,,3575,3577,11,2,ArtificialPath,ArtificialPath,0,,,37204,3575,28715.1453
458,21098899,14.204,734300176,1,4,17.42234212,50.418,21098905,21098987,11d,3577,,3576,3577,11,2,ArtificialPath,ArtificialPath,0,,,37205,3576,14203.17453
459,21098987,14.491,734300068,0,6,12.96952194,17922.458,21067346,21066596,11d,3549,,3577,3549,11,2,ArtificialPath,ArtificialPath,0,,,37206,3577,14490.19799
460,21103437,9.397,1087400001,0,4,6.145827601,2723.9436,0,,11d,0,,3578,3900,11,1,StreamRiver,,0,,,37207,3578,9396.883066
461,21103541,10.103,1087400048,0,4,6.693288406,2077.3548,21104313,21104313,11d,3580,,3579,3580,11,2,StreamRiver,StreamRiver,0,,,37208,3579,10102.20443
462,21104313,38.781,1087400047,0,4,23.9845055,2215.4409,21104357,21104413,11d,3582,,3580,3582,11,2,StreamRiver,StreamRiver,0,,,37209,3580,38780.64237
463,21104411,36.298,1087400053,0,4,22.94260322,1989.3141,21104409,21103541,11d,3579,,3581,3579,11,2,Connector,Connector,0,,,37210,3581,36297.84462
464,21104413,32.939,1087400002,0,4,21.66686629,2544.8265,21103437,21103437,11d,3578,,3582,3578,11,2,Connector,StreamRiver,0,,,37211,3582,32939.09392
465,21105165,32.235,1087400167,0,4,23.60717617,781.2927,21105151,21104411,11d,3581,,3583,3581,11,2,StreamRiver,StreamRiver,0,,,37212,3583,32235.30753
466,21105199,27.221,1087400196,0,4,23.38406117,415.161,21105213,21105241,11d,3586,,3584,3586,11,2,StreamRiver,StreamRiver,0,,,37213,3584,27221.69556
467,21105203,22.924,1087400245,0,3,23.20821505,106.6194,21106371,21105199,11d,3584,,3585,3584,11,2,StreamRiver,StreamRiver,0,,,37214,3585,22924.09573
468,21105241,27.636,1087400177,0,4,21.48157071,518.5359,21105243,21105165,11d,3583,,3586,3583,11,2,StreamRiver,StreamRiver,0,,,37215,3586,27636.47443
469,21105271,17.583,1087400258,1,2,21.61135364,36.5823,21105259,21105203,11d,3585,,3587,3585,11,2,StreamRiver,StreamRiver,0,,,37216,3587,17583.23566
470,21109598,10.75,736300150,1,1,29.38233652,16.2684,21109600,21111144,11d,3592,,3588,3592,11,2,StreamRiver,StreamRiver,0,,,37217,3588,10749.54764
471,21110058,31.134,736300093,0,4,23.41676605,597.7602,21111132,21111132,11d,3591,,3589,3591,11,2,StreamRiver,StreamRiver,0,,,37218,3589,31133.91087
472,21111126,51.271,736300067,0,4,33.09924311,1152.0639,21111156,21111206,11d,3594,,3590,3594,11,2,StreamRiver,ArtificialPath,0,,,37219,3590,51270.62258
473,21111132,7.775,736300069,0,4,5.226215392,913.473,21111126,21111126,11d,3590,,3591,3590,11,2,StreamRiver,StreamRiver,0,,,37220,3591,7774.519384
474,21111144,15.262,736300135,0,2,14.40196117,130.3794,21110074,21111152,11d,3593,,3592,3593,11,2,StreamRiver,StreamRiver,0,,,37221,3592,15261.54248
475,21111152,25.731,736300117,0,3,21.55308458,378.675,21111140,21110058,11d,3589,,3593,3589,11,2,StreamRiver,StreamRiver,0,,,37222,3593,25731.56838
476,21111206,36.228,736300041,0,4,23.77109782,1351.3374,21108616,21111216,11d,3595,,3594,3595,11,2,StreamRiver,StreamRiver,0,,,37223,3594,36227.43158
477,21111216,30.236,736300012,0,4,19.49361775,1590.5367,21108624,21111694,11d,3596,,3595,3596,11,2,StreamRiver,StreamRiver,0,,,37224,3595,30237.16648
478,21111694,15.04,736300008,0,4,9.57054729,1866.2382,20073089,20070881,11d,3063,,3596,3063,11,2,StreamRiver,StreamRiver,0,,,37225,3596,15040.23892
479,21112467,31.556,734700180,0,5,20.11302757,7139.3976,21112489,21114115,11d,3601,,3597,3601,11,2,StreamRiver,StreamRiver,0,,,37226,3597,31558.01855
480,21112645,22.985,734700835,1,3,23.51265678,115.0992,21112653,21116845,11d,3607,,3598,3607,11,2,StreamRiver,StreamRiver,0,,,37227,3598,22984.87024
481,21113945,45.073,734700021,0,5,23.30402576,8383.1625,21114601,21113969,11d,3600,,3599,3600,11,2,StreamRiver,StreamRiver,0,,,37228,3599,45071.91146
482,21113969,16.398,734700001,0,5,8.25659571,8707.1076,21095377,21096395,11d,3572,,3600,3572,11,2,StreamRiver,StreamRiver,0,,,37229,3600,16398.61522
483,21114115,21.204,734700105,0,5,16.65416435,7554.4974,21114111,21114611,11d,3602,,3601,3602,11,2,StreamRiver,StreamRiver,0,,,37230,3601,21206.60268
484,21114611,45.728,734700044,0,5,22.79810038,7991.1045,21114013,21113945,11d,3599,,3602,3599,11,2,StreamRiver,StreamRiver,0,,,37231,3602,45730.33116
485,21115349,38.257,734700339,0,5,23.89711269,6431.3874,21115339,21112467,11d,3597,,3603,3597,11,2,StreamRiver,StreamRiver,0,,,37232,3603,38257.31579
486,21115575,10.159,734700986,0,5,5.241954775,4445.2071,21117065,21116941,11d,3609,,3604,3609,11,2,StreamRiver,StreamRiver,0,,,37233,3604,10158.20098
487,21115869,23.786,734700555,0,3,21.77819883,197.7012,21115833,21117025,11d,3613,,3605,3613,11,2,StreamRiver,StreamRiver,0,,,37234,3605,23785.72773
488,21116009,20.588,734700927,1,4,22.39924599,86.6934,21117091,21116943,11d,3610,,3606,3610,11,2,StreamRiver,StreamRiver,0,,,37235,3606,20587.25754
489,21116845,13.512,734700771,0,4,12.06181715,276.6105,21116835,21117027,11d,3614,,3607,3614,11,2,StreamRiver,StreamRiver,0,,,37236,3607,13513.26726
490,21116937,0.865,735000001,1,1,4.147923805,0.3096,21117065,21116941,11d,3609,,3608,3609,11,2,StreamRiver,StreamRiver,0,,,37237,3608,864.8874552
491,21116941,4.79,734700970,0,5,2.650205908,4470.1785,21116939,21117009,11d,3612,,3609,3612,11,2,StreamRiver,StreamRiver,0,,,37238,3609,4789.890649
492,21116943,17.941,734700874,0,4,16.83931387,225.7011,21116939,21117009,11d,3612,,3610,3612,11,2,StreamRiver,StreamRiver,0,,,37239,3610,17941.14652
493,21116965,19.632,734700586,1,3,21.89504314,67.6422,21116055,21115869,11d,3605,,3611,3605,11,2,StreamRiver,StreamRiver,0,,,37240,3611,19633.02098
494,21117009,7.465,734700859,0,5,3.833633259,4747.8573,21116835,21117027,11d,3614,,3612,3614,11,2,StreamRiver,StreamRiver,0,,,37241,3612,7465.435804
495,21117025,10.526,734700527,0,4,8.71105115,260.5896,21117029,21115349,11d,3603,,3613,3603,11,2,ArtificialPath,ArtificialPath,0,,,37242,3613,10525.92721
496,21117027,29.456,734700605,0,5,16.83308824,5617.2816,21117029,21115349,11d,3603,,3614,3603,11,2,ArtificialPath,ArtificialPath,0,,,37243,3614,29454.36431
497,21122299,35.567,735500117,0,4,23.59101107,889.5069,21122311,21126639,11d,3635,,3615,3635,11,2,StreamRiver,StreamRiver,0,,,37244,3615,35565.90837
498,21122779,25.308,735500212,0,4,19.69372961,316.7289,21122203,21122299,11d,3615,,3616,3615,11,2,StreamRiver,StreamRiver,0,,,37245,3616,25307.53824
499,21122803,23.991,735500244,1,3,23.56486246,121.4379,21122115,21122779,11d,3616,,3618,3616,11,2,Connector,StreamRiver,0,,,37247,3618,23989.41725
500,21126639,26.435,735500001,0,4,19.06058081,1216.7289,21116895,21115575,11d,3604,,3635,3604,11,2,StreamRiver,StreamRiver,0,,,37264,3635,26434.97387
501,21126641,1.795,735100001,0,5,1.02596356,3131.7903,21116895,21115575,11d,3604,,3636,3604,11,2,StreamRiver,StreamRiver,0,,,37265,3636,1775.913401
502,21214283,28.974,744300773,0,4,23.75390575,646.9965,21214265,21215299,11d,3844,,3834,3844,11,2,StreamRiver,StreamRiver,0,,,37463,3834,28972.52937
503,21214857,18.139,744300113,1,3,21.9825658,47.7855,21214885,21214907,11d,3839,,3835,3839,11,2,StreamRiver,StreamRiver,0,,,37464,3835,18140.2315
504,21214865,10.951,744300129,0,5,9.196720607,2162.1771,21214869,21214869,11d,3837,,3836,3837,11,2,StreamRiver,StreamRiver,0,,,37465,3836,10950.34348
505,21214869,1.266,744300001,0,5,0.676360051,2389.8879,21226865,21226807,11d,3867,,3837,3867,11,2,StreamRiver,StreamRiver,0,,,37466,3837,1265.915207
506,21214873,18.429,744300002,0,4,19.59701759,225.9396,21214869,21214869,11d,3837,,3838,3837,11,2,StreamRiver,StreamRiver,0,,,37467,3838,18428.48386
507,21214907,20.436,744300074,0,3,21.98437876,102.7062,21214923,21215055,11d,3841,,3839,3841,11,2,StreamRiver,StreamRiver,0,,,37468,3839,20435.80514
508,21214991,11.753,744300183,0,5,8.116177682,2046.7458,21214967,21214865,11d,3836,,3840,3836,11,2,StreamRiver,StreamRiver,0,,,37469,3840,11752.42934
509,21215055,22.316,744300040,0,4,23.85296626,168.48,21215043,21214873,11d,3838,,3841,3838,11,2,StreamRiver,StreamRiver,0,,,37470,3841,22316.75561
510,21215119,26.596,744300571,0,4,20.34297916,1081.4832,21215099,21214991,11d,3840,,3842,3840,11,2,StreamRiver,StreamRiver,0,,,37471,3842,26596.45124
511,21215137,26.749,744300190,0,4,21.1666756,948.4425,21215099,21214991,11d,3840,,3843,3840,11,2,StreamRiver,StreamRiver,0,,,37472,3843,26750.76481
512,21215299,28.678,744300651,0,4,22.62350541,915.0507,21215301,21215119,11d,3842,,3844,3842,11,2,StreamRiver,StreamRiver,0,,,37473,3844,28674.36573
513,21215777,26.333,744300274,0,4,22.00810176,755.5527,21215549,21215137,11d,3843,,3845,3843,11,2,StreamRiver,StreamRiver,0,,,37474,3845,26333.21947
514,21216181,26.986,744300831,0,4,23.88053683,509.9067,21216167,21214283,11d,3834,,3846,3834,11,2,StreamRiver,StreamRiver,0,,,37475,3846,26986.38099
515,21216235,21.43,744300889,1,3,19.43980029,258.8949,21218005,21216181,11d,3846,,3847,3846,11,2,StreamRiver,StreamRiver,0,,,37476,3847,21429.6671
516,21216475,20.111,744300552,1,3,21.88100586,90.9963,21216451,21218051,11d,3849,,3848,3849,11,2,StreamRiver,StreamRiver,0,,,37477,3848,20111.27344
517,21218051,22.602,744300484,0,4,21.82600464,235.1052,21218433,21218411,11d,3850,,3849,3850,11,2,Connector,StreamRiver,0,,,37478,3849,22600.90993
518,21218411,27.029,744300352,0,4,23.14276617,577.7658,21218917,21215777,11d,3845,,3850,3845,11,2,StreamRiver,StreamRiver,0,,,37479,3850,27029.11485
519,21223519,21.005,744200734,1,3,21.5379026,99.5553,21223561,21225129,11d,3860,,3851,3860,11,2,StreamRiver,StreamRiver,0,,,37480,3851,21005.28725
520,21224023,9.172,744200588,0,4,7.803897953,420.6555,21224009,21227543,11d,3881,,3852,3881,11,2,StreamRiver,StreamRiver,0,,,37481,3852,9171.052831
521,21224097,31.673,744200753,0,5,22.78802672,1686.2877,21224009,21227543,11d,3881,,3853,3881,11,2,StreamRiver,StreamRiver,0,,,37482,3853,31672.15551
