OBJECTID,POI_ID,SUM_LENGTHKM,MIN_HYDROSEQ,MAX_STARTFLAG,MAX_SO,SUM_TRAV_TIME,MAX_CUMDRAINAG,TOCOMID2,To_POI_ID,PROD_UNIT,tosegment_orig,tosegment_comment,seg_id,tosegment,region,headwaterArea,FTYPE,TOFTYPE,regionOutlet,ToRegion,ToRegionToSegment,seg_id_nat,seg_id_reg,Shape_Length
196,1529719,7.861,750300955,0,3,4.361569497,614.7585,1529727,1529727,11d,1035,,1033,1035,11,2,StreamRiver,StreamRiver,0,,,34662,1033,7861.385753
197,1529721,4.334,750301161,0,4,2.569672621,307.8342,1529727,1529727,11d,1035,,1034,1035,11,2,StreamRiver,StreamRiver,0,,,34663,1034,4333.521355
198,1529727,0.721,750300954,0,4,0.338296122,923.0733,1529729,1529751,11d,1038,,1035,1038,11,2,StreamRiver,StreamRiver,0,,,34664,1035,721.2166067
199,1529737,1.577,750300946,0,2,1.283829403,27.9441,1529729,1529751,11d,1038,,1036,1038,11,2,StreamRiver,StreamRiver,0,,,34665,1036,1577.501246
200,1529743,4.667,750300950,0,2,3.670576994,21.6027,1529739,1529737,11d,1036,,1037,1036,11,2,StreamRiver,StreamRiver,0,,,34666,1037,4666.773467
201,1529751,1.359,750300939,0,4,0.802114949,952.5447,1529755,1529755,11d,1039,,1038,1039,11,2,StreamRiver,StreamRiver,0,,,34667,1038,1359.471022
202,1529755,0.477,750300922,0,4,0.258612018,1018.1412,1529759,1529807,11d,1044,,1039,1044,11,2,StreamRiver,StreamRiver,0,,,34668,1039,477.3642723
203,1529757,0.21,750300923,0,3,0.160441235,64.8927,1529755,1529755,11d,1039,,1040,1039,11,2,StreamRiver,StreamRiver,0,,,34669,1040,210.314741
204,1529783,8.73,750300952,1,1,7.041005307,14.7321,1529743,1529743,11d,1037,,1041,1037,11,2,StreamRiver,StreamRiver,0,,,34670,1041,8729.35994
205,1529787,9.102,750300924,0,3,6.414597784,64.8351,1529757,1529757,11d,1040,,1042,1040,11,2,StreamRiver,StreamRiver,0,,,34671,1042,9101.759164
206,1529805,28.485,750300862,1,4,26.61351175,135.3672,1529819,1529975,11d,1046,,1043,1046,11,2,StreamRiver,StreamRiver,0,,,34672,1043,28486.42737
207,1529807,5.589,750300907,0,4,2.804112174,1082.997,1529819,1529975,11d,1046,,1044,1046,11,2,StreamRiver,StreamRiver,0,,,34673,1044,5588.611559
208,1529829,9.258,750300937,1,1,7.086451098,20.1717,1529797,1529787,11d,1042,,1045,1042,11,2,StreamRiver,StreamRiver,0,,,34674,1045,9258.139496
209,1529975,8.799,750300799,0,5,6.343001495,1316.6028,1529981,1530239,11d,1052,,1046,1052,11,2,StreamRiver,StreamRiver,0,,,34675,1046,8798.631351
210,1529977,0.19,750300800,0,5,0.094893732,1316.7549,1529981,1530239,11d,1052,,1047,1052,11,2,StreamRiver,StreamRiver,0,,,34676,1047,190.0189129
211,1530009,26.856,750300682,1,3,22.52760294,116.3898,1530087,1530241,11d,1053,,1048,1053,11,2,StreamRiver,StreamRiver,0,,,34677,1048,26855.93247
212,1530049,5.133,750300619,1,1,4.955653243,5.7141,1530257,1530257,11d,1054,,1049,1054,11,2,StreamRiver,StreamRiver,0,,,34678,1049,5133.309031
213,1530051,5.761,750300598,1,1,4.903023082,7.6599,1530177,1530177,11d,1051,,1050,1051,11,2,StreamRiver,StreamRiver,0,,,34679,1050,5760.678495
214,1530177,7.474,750300596,0,2,5.925161721,22.4424,1530191,1530429,11d,1055,,1051,1055,11,2,StreamRiver,StreamRiver,0,,,34680,1051,7473.998871
215,1530239,8.71,750300696,0,5,7.822731046,1400.553,1530245,1530431,11d,1056,,1052,1056,11,2,StreamRiver,StreamRiver,0,,,34681,1052,8711.6167
216,1530241,10.845,750300668,0,3,7.985728149,173.9457,1530245,1530431,11d,1056,,1053,1056,11,2,StreamRiver,StreamRiver,0,,,34682,1053,10844.58481
217,1530257,9.533,750300617,0,2,6.818542802,31.2111,1530277,1530441,11d,1057,,1054,1057,11,2,StreamRiver,StreamRiver,0,,,34683,1054,9533.268991
218,1530429,12.476,750300573,0,3,10.25845172,55.3167,1530449,1530473,11d,1059,,1055,1059,11,2,StreamRiver,StreamRiver,0,,,34684,1055,12475.95339
219,1530431,6.357,750300630,0,5,6.589955946,1598.8995,1530437,1530469,11d,1058,,1056,1058,11,2,StreamRiver,StreamRiver,0,,,34685,1056,6356.68892
220,1530441,18.537,750300599,0,3,14.70239514,81.2034,1530449,1530473,11d,1059,,1057,1059,11,2,StreamRiver,StreamRiver,0,,,34686,1057,18538.50124
221,1530469,1.543,750300622,0,5,0.812298245,1603.4643,1530477,1530477,11d,1060,,1058,1060,11,2,StreamRiver,StreamRiver,0,,,34687,1058,1544.493407
222,1530473,3.297,750300570,0,4,2.524490752,138.6945,1530477,1530477,11d,1060,,1059,1060,11,2,StreamRiver,StreamRiver,0,,,34688,1059,3296.862481
223,1530477,0.254,750300569,0,5,0.122859203,1742.2587,1530483,1530529,11d,1061,,1060,1061,11,2,StreamRiver,StreamRiver,0,,,34689,1060,254.3620911
224,1530529,1.608,750300546,0,5,0.900662254,1768.5234,1530531,1531851,11d,1064,,1061,1064,11,2,StreamRiver,StreamRiver,0,,,34690,1061,1607.598318
225,1531145,6.855,750301042,0,2,4.858474333,41.3991,1529463,1529493,11d,1023,,1062,1023,11,2,StreamRiver,StreamRiver,0,,,34691,1062,6853.973367
226,1531159,11.959,750300996,1,2,11.35830037,28.3554,1529539,1529539,11d,1024,,1063,1024,11,2,StreamRiver,StreamRiver,0,,,34692,1063,11958.89911
227,1531851,25.716,750300216,0,5,22.76042082,2194.8579,1531865,1531919,11d,1065,,1064,1065,11,2,StreamRiver,StreamRiver,0,,,34693,1064,25718.0695
228,1531919,1.662,750300205,0,5,0.875082338,2199.9906,1531943,1532253,11d,1066,,1065,1066,11,2,StreamRiver,StreamRiver,0,,,34694,1065,1661.572426
229,1532253,19.854,750300003,0,5,16.93464306,2408.0346,1532527,1534879,11d,1067,,1066,1067,11,2,StreamRiver,ArtificialPath,0,,,34695,1066,19853.88886
230,1534879,1.941,750300001,0,5,0.887027221,2410.7319,952579,952579,11d,814,,1067,814,11,2,ArtificialPath,ArtificialPath,0,,,34696,1067,1940.328442
231,1593023,25.054,747800103,1,2,23.20130461,219.4578,1591943,1593697,11d,1127,,1126,1127,11,2,Connector,StreamRiver,0,,,34755,1126,25054.94687
232,1593697,25.798,747800075,0,4,20.43723195,511.326,1593711,1593749,11d,1128,,1127,1128,11,2,StreamRiver,StreamRiver,0,,,34756,1127,25798.88609
233,1593749,31.616,747800019,0,4,22.44881025,1262.3337,1593753,1594253,11d,1130,,1128,1130,11,2,StreamRiver,StreamRiver,0,,,34757,1128,31614.96378
234,1594241,25.314,747000339,0,5,17.55044171,1243.962,1601335,1596433,11d,1140,,1129,1140,11,2,StreamRiver,StreamRiver,0,,,34758,1129,25314.67241
235,1594253,26.178,747800006,0,4,17.14571092,1826.8686,1594283,1594283,11d,1133,,1130,1133,11,2,ArtificialPath,ArtificialPath,0,,,34759,1130,26178.18101
236,1594255,3.436,747800120,0,7,1.053623444,34433.5536,1594283,1594283,11d,1133,,1131,1133,11,2,ArtificialPath,ArtificialPath,0,,,34760,1131,3436.007866
237,1594269,4.681,747800001,0,7,1.490344188,36368.847,1594271,1596435,11d,1141,,1132,1141,11,2,ArtificialPath,ArtificialPath,0,,,34761,1132,4680.604859
238,1594283,7.04,747800005,0,7,2.147958019,36331.1388,1594257,1594269,11d,1132,,1133,1132,11,2,ArtificialPath,ArtificialPath,0,,,34762,1133,7040.104072
239,1595949,0.608,746600306,0,7,0.2563533,59586.3226,1595953,1596547,11d,1142,,1134,1142,11,2,ArtificialPath,ArtificialPath,0,,,34763,1134,608.4563535
240,1595951,6.697,746600301,0,7,5.36297986,51294.3058,1595953,1596547,11d,1142,,1135,1142,11,2,ArtificialPath,ArtificialPath,0,,,34764,1135,6697.283179
241,1596083,35.223,747000100,0,7,12.18307681,50487.0418,1596159,1595951,11d,1135,,1136,1135,11,2,ArtificialPath,ArtificialPath,0,,,34765,1136,35223.34587
242,1596153,10.253,747000205,0,7,3.140982864,47851.2198,1596151,1596083,11d,1136,,1137,1136,11,2,ArtificialPath,ArtificialPath,0,,,34766,1137,10252.98617
243,1596155,26.143,747000135,0,4,21.19359628,506.8791,1596151,1596083,11d,1136,,1138,1136,11,2,ArtificialPath,ArtificialPath,0,,,34767,1138,26143.3371
244,1596199,9.181,747000328,0,7,2.661584177,47150.7741,1596475,1596153,11d,1137,,1139,1137,11,2,ArtificialPath,ArtificialPath,0,,,34768,1139,9180.504459
245,1596433,14.272,747000332,0,5,12.48654464,1302.6726,1596439,1596199, ,1139,,1140,1139,11,2,ArtificialPath,ArtificialPath,0,,,34769,1140,14272.17243
246,1596435,22.446,747000447,0,7,13.25167968,45803.2995,1596439,1596199,11d,1139,,1141,1139,11,2,ArtificialPath,ArtificialPath,0,,,34770,1141,22444.88678
247,1596547,37.227,746600001,0,7,29.96883188,60661.8991,1596279,21247638,11d,3884,,1142,3884,11,2,ArtificialPath,ArtificialPath,0,,,34771,1142,37223.29197
248,1597285,20.841,747000342,0,5,14.72718116,1102.3902,1597273,1594241,11d,1129,,1143,1129,11,2,StreamRiver,StreamRiver,0,,,34772,1143,20840.69459
249,1597321,6.032,747000395,0,4,4.69917434,509.8518,1597317,1597285,11d,1143,,1144,1143,11,2,StreamRiver,StreamRiver,0,,,34773,1144,6031.945447
250,1597339,25.027,747000399,0,4,21.17184162,466.6257,1597333,1597321,11d,1144,,1145,1144,11,2,StreamRiver,StreamRiver,0,,,34774,1145,25027.29788
251,1597345,28.157,747000348,0,4,22.67589039,433.8648,1597317,1597285,11d,1143,,1146,1143,11,2,StreamRiver,StreamRiver,0,,,34775,1146,28157.0888
252,1597391,17.197,747000426,1,3,17.05550268,150.8274,1597379,1597339,11d,1145,,1147,1145,11,2,StreamRiver,StreamRiver,0,,,34776,1147,17196.90409
253,1597713,23.931,747000373,1,3,22.93684684,149.9472,1597709,1597345,11d,1146,,1148,1146,11,2,StreamRiver,StreamRiver,0,,,34777,1148,23931.91661
254,1598057,20.003,747000196,1,2,21.05896786,86.8032,1598011,1598471,11d,1150,,1149,1150,11,2,StreamRiver,StreamRiver,0,,,34778,1149,20003.22963
255,1598471,25.491,747000147,0,4,22.26167989,406.0332,1597863,1596155,11d,1138,,1150,1138,11,2,StreamRiver,StreamRiver,0,,,34779,1150,25491.4386
256,1601391,0.045,747000001,0,7,0.019987182,51294.3076,1596575,1595949,11d,1134,,1151,1134,11,2,ArtificialPath,ArtificialPath,0,,,34780,1151,45.38293408
257,13811176,29.247,706300001,0,5,18.75880497,4974.2622,388678,388800,11b,107,,2536,107,11,2,StreamRiver,StreamRiver,0,,,36165,2536,29246.16967
258,13812194,10.997,706300620,0,4,7.168948237,2142.2043,13812196,13812924,11b,2542,,2537,2542,11,2,StreamRiver,StreamRiver,0,,,36166,2537,10996.81377
259,13812564,20.242,706300125,0,5,12.70299642,4542.4197,13812524,13811176,11b,2536,,2538,2536,11,2,StreamRiver,StreamRiver,0,,,36167,2538,20241.95582
260,13812622,20.839,706300284,1,4,23.93553063,166.977,13813394,13813328,11b,2544,,2539,2544,11,2,StreamRiver,StreamRiver,0,,,36168,2539,20838.90418
261,13812756,0.801,706300247,0,5,0.79549597,4000.8015,13812752,13812564,11b,2538,,2540,2538,11,2,StreamRiver,StreamRiver,0,,,36169,2540,800.5240264
262,13812760,17.664,706300169,1,4,17.83801571,243.603,13812752,13812564,11b,2538,,2541,2538,11,2,StreamRiver,StreamRiver,0,,,36170,2541,17664.00351
263,13812924,35.054,706300566,0,4,21.81880518,3036.3948,13813332,13813406,11b,2547,,2542,2547,11,2,StreamRiver,StreamRiver,0,,,36171,2542,35054.36008
264,13813062,17.571,706300414,1,4,20.82932229,74.7297,13813342,13813342,11b,2546,,2543,2546,11,2,StreamRiver,StreamRiver,0,,,36172,2543,17571.64768
265,13813328,8.834,706300248,0,4,7.688571578,243.2286,13812756,13812756,11b,2540,,2544,2540,11,2,StreamRiver,StreamRiver,0,,,36173,2544,8833.139649
266,13813330,18.289,706300368,0,5,10.75342848,3757.2174,13812756,13812756,11b,2540,,2545,2540,11,2,StreamRiver,StreamRiver,0,,,36174,2545,18291.13845
267,13813342,6.618,706300410,0,4,6.446427256,90.6957,13812850,13813330,11b,2545,,2546,2545,11,2,StreamRiver,StreamRiver,0,,,36175,2546,6617.665068
268,13813406,11.354,706300451,0,4,7.421861209,3512.9475,13812850,13813330,11b,2545,,2547,2545,11,2,StreamRiver,StreamRiver,0,,,36176,2547,11353.01204
269,13818431,19.945,707100099,1,2,21.71451806,834.9705,13818775,13818467,11b,2550,,2548,2550,11,2,StreamRiver,StreamRiver,0,,,36177,2548,19944.90403
270,13818451,32.517,707100032,0,3,22.07968545,1810.3995,13818443,13812194,11b,2537,,2549,2537,11,2,StreamRiver,StreamRiver,0,,,36178,2549,32517.15093
271,13818467,30.836,707100073,0,3,21.261526,1288.1952,13818469,13818451,11b,2549,,2550,2549,11,2,StreamRiver,StreamRiver,0,,,36179,2550,30837.69471
272,13821654,4.75,707501139,0,4,5.317145303,595.4823,13821632,13821722,11b,2552,,2551,2552,11,2,StreamRiver,StreamRiver,0,,,36180,2551,4751.180483
273,13821722,13.445,707501076,0,6,5.889034791,21589.1775,13824404,13823950,11b,2561,,2552,2561,11,2,StreamRiver,StreamRiver,0,,,36181,2552,13445.15994
274,13821746,4.86,707501000,0,4,4.957469111,69.561,13824404,13823950,11b,2561,,2553,2561,11,2,StreamRiver,StreamRiver,0,,,36182,2553,4859.841929
275,13821756,23.653,707501147,0,4,23.18333977,584.7759,13821750,13821654,11b,2551,,2554,2551,11,2,StreamRiver,StreamRiver,0,,,36183,2554,23651.82262
276,13822274,27.691,707500393,0,4,18.45833831,1671.6663,13822166,13825172,11b,2575,,2555,2575,11,2,StreamRiver,StreamRiver,0,,,36184,2555,27691.04099
277,13822364,9.458,707500328,0,4,9.237735899,107.5689,13822166,13825172,11b,2575,,2556,2575,11,2,StreamRiver,StreamRiver,0,,,36185,2556,9457.706
278,13822732,17.808,707500363,1,3,23.01925459,47.9439,13822660,13822364,11b,2556,,2557,2556,11,2,StreamRiver,StreamRiver,0,,,36186,2557,17809.57972
279,13822966,22.718,707501434,1,3,23.96385303,124.3008,13822968,13824428,11b,2563,,2558,2563,11,2,StreamRiver,StreamRiver,0,,,36187,2558,22718.90908
280,13823182,31.475,707500576,0,4,22.86777679,1305.9126,13823132,13822274,11b,2555,,2559,2555,11,2,StreamRiver,StreamRiver,0,,,36188,2559,31475.37616
281,13823948,8.102,707501477,0,6,4.076561495,20839.3002,13821632,13821722,11b,2552,,2560,2552,11,2,StreamRiver,StreamRiver,0,,,36189,2560,8102.658091
282,13823950,43.181,707500760,0,6,21.33260536,22368.7035,13824654,13824654,11b,2564,,2561,2564,11,2,StreamRiver,StreamRiver,0,,,36190,2561,43181.46336
283,13823980,17.132,707501032,1,3,22.23234972,38.6757,13821854,13821746,11b,2553,,2562,2553,11,2,StreamRiver,StreamRiver,0,,,36191,2562,17131.66923
284,13824428,23.031,707501264,0,4,20.26198749,447.0039,13822566,13821756,11b,2554,,2563,2554,11,2,StreamRiver,StreamRiver,0,,,36192,2563,23032.44641
285,13824654,12.729,707500759,0,6,5.653431905,22456.3077,13825174,13824734,11b,2565,,2564,2565,11,2,StreamRiver,StreamRiver,0,,,36193,2564,12728.80116
286,13824734,22.075,707500270,0,6,10.3307561,24598.3905,13824758,13825178,11b,2576,,2565,2576,11,2,StreamRiver,StreamRiver,0,,,36194,2565,22075.08056
287,13824754,9.677,707500130,0,4,8.065518512,294.0003,13824758,13825178,11b,2576,,2566,2576,11,2,StreamRiver,StreamRiver,0,,,36195,2566,9677.398932
288,13824764,0.175,707500067,0,4,0.403545214,112.6116,13824768,13824768,11b,2568,,2567,2568,11,2,StreamRiver,StreamRiver,0,,,36196,2567,175.1159468
289,13824768,0.461,707500065,0,6,0.185162397,24917.6493,13824778,13824824,11b,2571,,2568,2571,11,2,StreamRiver,StreamRiver,0,,,36197,2568,461.4299722
290,13824772,0.583,707500064,0,4,0.708890986,113.9751,13824778,13824824,11b,2571,,2569,2571,11,2,StreamRiver,StreamRiver,0,,,36198,2569,582.918665
291,13824780,20.616,707500132,0,4,19.96115184,269.2053,13824754,13824754,11b,2566,,2570,2566,11,2,StreamRiver,StreamRiver,0,,,36199,2570,20617.02869
292,13824824,37.395,707500005,0,6,22.20005934,25292.7567,13824832,13824856,11b,2572,,2571,2572,11,2,StreamRiver,StreamRiver,0,,,36200,2571,37395.04337
293,13824856,3.621,707500001,0,6,2.385531803,25305.1605,388678,388800,11b,107,,2572,107,11,2,StreamRiver,StreamRiver,0,,,36201,2572,3620.507195
294,13824860,18.516,707500071,1,4,22.59976069,100.6839,13825182,13825182,11b,2577,,2573,2577,11,2,StreamRiver,StreamRiver,0,,,36202,2573,18516.78518
295,13825010,18.324,707500205,1,4,23.14929587,85.9959,13825012,13824780,11b,2570,,2574,2570,11,2,StreamRiver,StreamRiver,0,,,36203,2574,18326.02443
296,13825172,13.564,707500317,0,5,8.784987913,1827.1845,13825174,13824734,11b,2565,,2575,2565,11,2,StreamRiver,StreamRiver,0,,,36204,2575,13564.19723
297,13825178,3.573,707500066,0,6,1.56194428,24917.5287,13824768,13824768,11b,2568,,2576,2568,11,2,StreamRiver,StreamRiver,0,,,36205,2576,3573.35695
298,13825182,3.402,707500069,0,4,3.297835087,110.2284,13824762,13824764,11b,2567,,2577,2567,11,2,StreamRiver,StreamRiver,0,,,36206,2577,3401.642393
299,13827112,30.012,707500749,0,2,22.13791164,698.5854,13827110,13823182,11b,2559,,2578,2559,11,2,StreamRiver,StreamRiver,0,,,36207,2578,30012.15128
300,13827354,25.697,707500758,1,1,37.99597216,577.3536,13827132,13827112,11b,2578,,2579,2578,11,2,StreamRiver,StreamRiver,0,,,36208,2579,25697.2181
301,13835317,34.682,707900603,0,3,20.75310202,4251.2265,13835279,13835939,11b,2581,,2580,2581,11,2,StreamRiver,StreamRiver,0,,,36209,2580,34680.7798
302,13835939,19.201,707900480,0,4,12.77634966,5027.1174,13835937,13853717,11b,2605,,2581,2605,11,2,StreamRiver,StreamRiver,0,,,36210,2581,19200.12786
303,13835947,9.979,707900416,0,4,10.28919261,124.065,13835937,13853717,11b,2605,,2582,2605,11,2,StreamRiver,StreamRiver,0,,,36211,2582,9979.634482
304,13836003,18.717,707900456,1,3,22.80990429,65.6928,13835991,13835947,11b,2582,,2583,2582,11,2,StreamRiver,StreamRiver,0,,,36212,2583,18717.9352
305,13837919,34.546,707900627,0,3,21.40147086,3775.9698,13837917,13835317,11b,2580,,2584,2580,11,2,StreamRiver,StreamRiver,0,,,36213,2584,34546.26802
306,13837931,6.471,707900648,0,3,4.058964224,2936.2887,13838987,13837919,11b,2584,,2585,2584,11,2,StreamRiver,StreamRiver,0,,,36214,2585,6470.809668
307,13837941,33.228,707900650,0,3,21.474831,2850.8706,13837931,13837931,11b,2585,,2586,2585,11,2,StreamRiver,StreamRiver,0,,,36215,2586,33227.94915
308,13837971,30.214,707900684,0,2,22.39767736,1376.4051,13837945,13837941,11b,2586,,2587,2586,11,2,StreamRiver,StreamRiver,0,,,36216,2587,30214.20564
309,13841013,31.208,707900707,0,2,23.92811336,887.7051,13837975,13837971,11b,2587,,2588,2587,11,2,StreamRiver,StreamRiver,0,,,36217,2588,31208.68621
310,13841055,24.978,707900728,0,2,19.9447813,556.6014,13841057,13841013,11b,2588,,2589,2588,11,2,StreamRiver,StreamRiver,0,,,36218,2589,24977.7499
311,13841069,22.996,707900742,1,1,20.68159418,309.2238,13841067,13841055,11b,2589,,2590,2589,11,2,StreamRiver,StreamRiver,0,,,36219,2590,22996.30185
312,13845843,29.844,708300196,0,3,22.87121746,1064.7405,13845865,13845885,11b,2592,,2591,2592,11,2,StreamRiver,StreamRiver,0,,,36220,2591,29843.20515
313,13845885,11.793,708300081,0,4,8.193227641,4872.5145,13845861,13846113,11b,2594,,2592,2594,11,2,StreamRiver,StreamRiver,0,,,36221,2592,11793.96292
314,13846093,9.159,708300001,0,4,5.204894615,5094.5589,13852599,13855683,11b,2606,,2593,2606,11,2,ArtificialPath,ArtificialPath,0,,,36222,2593,9159.557375
315,13846113,17.781,708300016,0,4,10.14360373,5055.8985,13846107,13846093,11b,2593,,2594,2593,11,2,StreamRiver,ArtificialPath,0,,,36223,2594,17782.871
316,13846337,17.396,708300291,1,1,34.12563758,266.5953,13848387,13848387,11b,2597,,2595,2597,11,2,StreamRiver,StreamRiver,0,,,36224,2595,17396.41302
317,13847311,23.118,708300271,0,2,18.23602534,733.8717,13847309,13845843,11b,2591,,2596,2591,11,2,StreamRiver,StreamRiver,0,,,36225,2596,23118.61485
318,13848387,36.935,708300290,0,1,30.09728805,560.8539,13848403,13847311,11b,2596,,2597,2596,11,2,StreamRiver,ArtificialPath,0,,,36226,2597,36935.21154
319,13852481,1.65,707900788,0,5,0.710910687,13110.0138,13852483,13853715,11b,2604,,2598,2604,11,2,StreamRiver,StreamRiver,0,,,36227,2598,1649.88168
320,13852489,1.694,707900786,0,5,2.670271451,3.6711,13852483,13853715,11b,2604,,2599,2604,11,2,StreamRiver,StreamRiver,0,,,36228,2599,1693.635643
321,13852555,33.142,708200024,0,5,16.93192191,7941.7206,13852583,13852595,11b,2601,,2600,2601,11,2,StreamRiver,ArtificialPath,0,,,36229,2600,33143.57668
322,13852595,8.156,708200001,0,5,3.746733313,8000.5023,13852599,13855683,11b,2606,,2601,2606,11,2,ArtificialPath,ArtificialPath,0,,,36230,2601,8155.058531
323,13853161,22.855,707900001,0,6,10.65221448,20721.0114,13821638,13823948,11b,2560,,2602,2560,11,2,StreamRiver,StreamRiver,0,,,36231,2602,22855.83324
324,13853163,43.014,707900137,0,6,22.96520005,20405.3922,13853173,13853161,11b,2602,,2603,2602,11,2,StreamRiver,StreamRiver,0,,,36232,2603,43014.7138
325,13853715,18.317,707900747,0,5,8.624371795,13293.3627,13853703,13853163,11b,2603,,2604,2603,11,2,StreamRiver,StreamRiver,0,,,36233,2604,18315.39698
326,13853717,1.561,707900409,0,5,1.43766805,5155.0749,13853703,13853163,11b,2603,,2605,2603,11,2,StreamRiver,StreamRiver,0,,,36234,2605,1560.63449
327,13855683,0.676,707900787,0,5,1.109274517,13106.2491,13852489,13852489,11b,2599,,2606,2599,11,2,ArtificialPath,StreamRiver,0,,,36235,2606,676.3858266
328,13855693,0.119,707900789,0,5,0.099006724,13106.2797,13852481,13852481,11b,2598,,2607,2598,11,2,ArtificialPath,StreamRiver,0,,,36236,2607,118.6178108
329,13858300,30.368,709100670,0,4,23.46698556,389.6226,13859042,13858416,11b,2610,,2608,2610,11,2,StreamRiver,StreamRiver,0,,,36237,2608,30368.83487
330,13858398,32.353,709100550,0,4,21.7156025,1010.6154,13858382,13860332,11b,2615,,2609,2615,11,2,StreamRiver,StreamRiver,0,,,36238,2609,32353.47754
331,13858416,32.274,709100591,0,4,23.49280442,843.4305,13858482,13858398,11b,2609,,2610,2609,11,2,StreamRiver,StreamRiver,0,,,36239,2610,32272.35997
332,13859128,24.292,709100701,1,4,22.04113918,143.4312,13858408,13858300,11b,2608,,2611,2608,11,2,ArtificialPath,StreamRiver,0,,,36240,2611,24292.68579
333,13859380,22.018,708700157,1,3,23.0307734,563.5548,13859394,13860596,11b,2616,,2612,2616,11,2,StreamRiver,StreamRiver,0,,,36241,2612,22019.10819
334,13859502,20.514,709100269,1,2,21.14211009,170.7309,13859520,13861166,11b,2619,,2613,2619,11,2,StreamRiver,StreamRiver,0,,,36242,2613,20514.16907
335,13860330,36.824,709100351,0,4,23.13638113,2453.1948,13865124,13865156,11b,2626,,2614,2626,11,2,StreamRiver,ArtificialPath,0,,,36243,2614,36825.00275
336,13860332,36.327,709100484,0,4,23.43429849,1318.7502,13860334,13865180,11b,2627,,2615,2627,11,2,StreamRiver,StreamRiver,0,,,36244,2615,36328.23091
337,13860596,33.184,708700087,0,4,23.97785567,818.199,13860600,13860776,11b,2617,,2616,2617,11,2,StreamRiver,StreamRiver,0,,,36245,2616,33183.68878
338,13860776,30.124,708700005,0,4,19.61783819,1205.0847,13861378,13861378,11b,2623,,2617,2623,11,2,StreamRiver,StreamRiver,0,,,36246,2617,30124.44846
339,13860962,27.376,709100087,0,5,15.42820004,5519.9943,13860912,13861422,11b,2625,,2618,2625,11,2,StreamRiver,StreamRiver,0,,,36247,2618,27376.45824
340,13861166,26.621,709100245,0,3,22.50500232,315.0783,13861182,13861232,11b,2620,,2619,2620,11,2,StreamRiver,StreamRiver,0,,,36248,2619,26620.08756
341,13861232,20.965,709100215,0,4,16.27841306,513.8199,13861230,13860962,11b,2618,,2620,2618,11,2,StreamRiver,StreamRiver,0,,,36249,2620,20966.50182
342,13861238,10.285,709100286,0,4,5.463540645,4346.7579,13861230,13860962,11b,2618,,2621,2618,11,2,StreamRiver,StreamRiver,0,,,36250,2621,10285.02173
343,13861260,40.558,709100307,0,4,21.46363314,4121.1234,13861266,13861238,11b,2621,,2622,2621,11,2,StreamRiver,StreamRiver,0,,,36251,2622,40558.08746
344,13861378,6.91,708700001,0,4,4.396513383,1230.0228,13852323,13852555,11b,2600,,2623,2600,11,2,StreamRiver,StreamRiver,0,,,36252,2623,6909.719671
345,13861420,2.227,709100001,0,5,1.076352224,5837.553,13852323,13852555,11b,2600,,2624,2600,11,2,StreamRiver,StreamRiver,0,,,36253,2624,2227.39525
346,13861422,16.296,709100027,0,5,8.276225799,5636.3904,13861382,13861420,11b,2624,,2625,2624,11,2,StreamRiver,StreamRiver,0,,,36254,2625,16298.03441
347,13865156,30.079,709100332,0,4,16.20277264,3731.3181,13861498,13861260,11b,2622,,2626,2622,11,2,Connector,StreamRiver,0,,,36255,2626,30079.69573
348,13865180,30.3,709100390,0,4,17.32443114,2257.0524,13860324,13860330,11b,2614,,2627,2614,11,2,ArtificialPath,StreamRiver,0,,,36256,2627,30299.95299
349,20070881,37.333,735900049,0,5,23.57387392,3830.6259,20070883,20073109,11d,3068,,3063,3068,11,2,StreamRiver,StreamRiver,0,,,36692,3063,37332.03844
350,20071835,18.643,736200077,0,3,15.47644304,304.5681,20072885,20072885,11d,3067,,3064,3067,11,2,StreamRiver,StreamRiver,0,,,36693,3064,18643.06674
351,20071839,19.003,736200079,0,3,18.71267428,214.7499,20071835,20071835,11d,3064,,3065,3064,11,2,StreamRiver,StreamRiver,0,,,36694,3065,19002.28315
352,20071845,12.239,736200087,1,1,31.80026885,39.3453,20072891,20071839,11d,3065,,3066,3065,11,2,StreamRiver,StreamRiver,0,,,36695,3066,12238.57514
353,20072885,10.49,736200075,0,3,8.532212588,337.4532,20072881,20073179,11d,3071,,3067,3071,11,2,StreamRiver,StreamRiver,0,,,36696,3067,10489.88823
354,20073109,35.999,735900021,0,5,23.46431886,4930.1379,20073113,20073117,11d,3069,,3068,3069,11,2,StreamRiver,StreamRiver,0,,,36697,3068,35998.39221
355,20073117,8.58,735900015,0,5,4.883465205,4969.6461,21095377,21096395,11d,3572,,3069,3572,11,2,StreamRiver,StreamRiver,0,,,36698,3069,8579.177269
356,20073167,24.124,736200007,0,4,17.41651911,1507.6287,20073623,20073623,11d,3073,,3070,3073,11,2,StreamRiver,StreamRiver,0,,,36699,3070,24124.23289
357,20073179,26.988,736200057,0,4,20.73037994,586.0494,20073185,20073631,11d,3074,,3071,3074,11,2,StreamRiver,StreamRiver,0,,,36700,3071,26988.36279
358,20073613,15.434,736200001,0,4,11.08370434,1727.9766,20073089,20070881,11d,3063,,3072,3063,11,2,StreamRiver,StreamRiver,0,,,36701,3072,15434.7063
