Date,discharge_cfs,discharge_flag
2009-07-02,3,A
2009-07-03,2.3,A
2009-07-04,2.1,A
2009-07-05,2.16,A
2009-07-06,1.62,A
2009-07-07,1.23,A
2009-07-08,0.91,A
2009-07-09,0.39,A
2009-07-10,0.27,A
2009-07-11,0.11,A
2009-07-12,0,A
2009-07-13,0,A
2009-07-14,0,A
2009-07-15,0,A
2009-07-16,0,A
2009-07-17,0,A
2009-07-18,0,A
2009-07-19,0,A
2009-07-20,0,A
2009-07-21,0,A
2009-07-22,0,A
2009-07-23,0,A
2009-07-24,0,A
2009-07-25,0,A
2009-07-26,0,A
2009-07-27,0,A
2009-07-28,0,A
2009-07-29,0,A
2009-07-30,0,A
2009-07-31,0,A
2009-08-01,0,A
2009-08-02,0.03,A
2009-08-03,0,A
2009-08-04,0,A
2009-08-05,0,A
2009-08-06,0,A
2009-08-07,0,A
2009-08-08,0,A
2009-08-09,0,A
2009-08-10,0,A
2009-08-11,0,A
2009-08-12,0,A
2009-08-13,0,A
2009-08-14,0,A
2009-08-15,0,A
2009-08-16,0,A
2009-08-17,0,A
2009-08-18,1.9,A
2009-08-19,4.23,A
2009-08-20,94,A
2009-08-21,20.8,A
2009-08-22,8.95,A
2009-08-23,4.82,A
2009-08-24,2.34,A
2009-08-25,1.03,A
2009-08-26,0.39,A
2009-08-27,0.06,A
2009-08-28,0,A
2009-08-29,0,A
2009-08-30,0,A
2009-08-31,0,A
2009-09-01,0,A
2009-09-02,0,A
2009-09-03,0,A
2009-09-04,0,A
2009-09-05,0,A
2009-09-06,0,A
2009-09-07,0,A
2009-09-08,0.08,A
2009-09-09,222,A
2009-09-10,89.8,A
2009-09-11,25.2,A
2009-09-12,21,A
2009-09-13,7.77,A
2009-09-14,5.63,A
2009-09-15,5.12,A
2009-09-16,2.49,A
2009-09-17,1.54,A
2009-09-18,0.94,A
2009-09-19,1.54,A
2009-09-20,1.42,A
2009-09-21,1.05,A
2009-09-22,0.64,A
2009-09-23,0.52,A
2009-09-24,0.54,A
2009-09-25,0.6,A
2009-09-26,0.6,A
2009-09-27,0.69,A
2009-09-28,0.62,A
2009-09-29,0.52,A
2009-09-30,0.42,A
2009-10-01,0.28,A
2009-10-02,0.12,A
2009-10-03,0.02,A
2009-10-04,0,A
2009-10-05,0,A
2009-10-06,0,A
2009-10-07,0,A
2009-10-08,0,A
2009-10-09,0,A
2009-10-10,0,A
2009-10-11,0,A
2009-10-12,0,A
2009-10-13,0,A
2009-10-14,0,A
2009-10-15,0,A
2009-10-16,0,A
2009-10-17,0.03,A
2009-10-18,0.23,A
2009-10-19,0.15,A
2009-10-20,0.14,A
2009-10-21,0.35,A
2009-10-22,0.38,A
2009-10-23,1.38,A
2009-10-24,1.74,A
2009-10-25,0.74,A
2009-10-26,0.64,A
2009-10-27,0.64,A
2009-10-28,0.46,A
2009-10-29,0.56,A
2009-10-30,0.59,A
2009-10-31,1.29,A
2009-11-01,3.14,A
2009-11-02,3.07,A
2009-11-03,2.08,A
2009-11-04,1.13,A
2009-11-05,0.84,A
2009-11-06,0.67,A
2009-11-07,0.58,A
2009-11-08,0.63,A
2009-11-09,0.63,A
2009-11-10,0.61,A
2009-11-11,0.58,A
2009-11-12,0.55,A
2009-11-13,0.56,A
2009-11-14,0.49,A
2009-11-15,0.6,A
2009-11-16,0.73,A
2009-11-17,1.38,A
2009-11-18,1.35,A
2009-11-19,1,A
2009-11-20,1.04,A
2009-11-21,0.95,A
2009-11-22,0.81,A
2009-11-23,0.79,A
2009-11-24,0.74,A
2009-11-25,0.69,A
2009-11-26,0.59,A
2009-11-27,0.57,A
2009-11-28,0.58,A
2009-11-29,0.55,A
2009-11-30,0.55,A
2009-12-01,0.56,A
2009-12-02,0.58,A
2009-12-03,0.56,A
2009-12-04,0.47,A
2009-12-05,0.47,A
2009-12-06,0.4,A e
2009-12-07,0.3,A e
2009-12-08,0.28,A e
2009-12-09,0.28,A e
2009-12-10,0.3,A e
2009-12-11,0.35,A e
2009-12-12,0.4,A e
2009-12-13,0.45,A
2009-12-14,0.4,A e
2009-12-15,0.4,A e
2009-12-16,0.5,A e
2009-12-17,0.62,A
2009-12-18,0.66,A
2009-12-19,0.71,A
2009-12-20,0.66,A
2009-12-21,0.67,A
2009-12-22,0.68,A
2009-12-23,0.71,A
2009-12-24,0.7,A e
2009-12-25,0.56,A
2009-12-26,0.55,A
2009-12-27,0.47,A
