1/1/2005,0.35,A
1/2/2005,0.32,A
1/3/2005,0.31,A
1/4/2005,0.31,A
1/5/2005,0.31,A e
1/6/2005,0.33,A e
1/7/2005,0.33,A e
1/8/2005,0.34,A e
1/9/2005,0.35,A e
1/10/2005,0.36,A
1/11/2005,0.34,A
1/12/2005,0.31,A
1/13/2005,0.35,A
1/14/2005,0.34,A e
1/15/2005,0.34,A e
1/16/2005,0.35,A e
1/17/2005,0.35,A e
1/18/2005,0.35,A e
1/19/2005,0.35,A
1/20/2005,0.35,A
1/21/2005,0.35,A
1/22/2005,0.35,A
1/23/2005,0.4,A
1/24/2005,0.4,A
1/25/2005,0.4,A
1/26/2005,0.4,A
1/27/2005,0.4,A
1/28/2005,0.4,A
1/29/2005,0.4,A e
1/30/2005,0.43,A e
1/31/2005,0.45,A e
2/1/2005,0.5,A e
2/2/2005,0.53,A e
2/3/2005,0.53,A e
2/4/2005,0.53,A
2/5/2005,0.55,A
2/6/2005,0.55,A
2/7/2005,0.55,A
2/8/2005,0.55,A
2/9/2005,0.55,A e
2/10/2005,0.55,A e
2/11/2005,0.55,A e
2/12/2005,0.56,A
2/13/2005,0.55,A
2/14/2005,0.55,A
2/15/2005,0.55,A
2/16/2005,0.55,A e
2/17/2005,0.55,A e
2/18/2005,0.55,A e
2/19/2005,0.55,A
2/20/2005,0.55,A
2/21/2005,0.55,A
2/22/2005,0.55,A
2/23/2005,0.55,A
2/24/2005,0.55,A e
2/25/2005,0.53,A e
2/26/2005,0.53,A e
2/27/2005,0.53,A
2/28/2005,0.53,A e
3/1/2005,0.5,A e
3/2/2005,0.5,A
3/3/2005,0.5,A e
3/4/2005,0.5,A e
3/5/2005,0.47,A
3/6/2005,0.48,A
3/7/2005,0.5,A
3/8/2005,0.5,A
3/9/2005,0.51,A
3/10/2005,0.51,A
3/11/2005,0.51,A
3/12/2005,0.56,A
3/13/2005,0.57,A
3/14/2005,0.56,A e
3/15/2005,0.55,A e
3/16/2005,0.55,A e
3/17/2005,0.57,A
3/18/2005,0.55,A
3/19/2005,0.55,A e
3/20/2005,0.56,A
3/21/2005,0.57,A
3/22/2005,0.55,A
3/23/2005,0.57,A
3/24/2005,0.62,A
3/25/2005,0.61,A
3/26/2005,0.61,A
3/27/2005,0.63,A
3/28/2005,0.68,A
3/29/2005,0.74,A
3/30/2005,0.69,A
3/31/2005,0.72,A
4/1/2005,0.8,A e
4/2/2005,0.99,A
4/3/2005,1.26,A
4/4/2005,1.39,A
4/5/2005,1.38,A
4/6/2005,1.37,A
4/7/2005,1.62,A
4/8/2005,1.69,A
4/9/2005,1.64,A
4/10/2005,1.51,A
4/11/2005,1.69,A
4/12/2005,1.96,A
4/13/2005,2.75,A
4/14/2005,3.56,A
4/15/2005,3.67,A
4/16/2005,3.87,A
4/17/2005,4.13,A
4/18/2005,4.46,A
4/19/2005,5.01,A
4/20/2005,5.17,A
4/21/2005,5.11,A
4/22/2005,4.82,A
4/23/2005,4.69,A
4/24/2005,4.66,A
4/25/2005,4.53,A
4/26/2005,4.29,A
4/27/2005,4.27,A
4/28/2005,4.14,A
4/29/2005,3.98,A
4/30/2005,3.83,A
5/1/2005,3.71,A
5/2/2005,3.55,A
5/3/2005,3.39,A
5/4/2005,3.22,A
5/5/2005,3.1,A
5/6/2005,3.15,A
5/7/2005,3.31,A
5/8/2005,3.33,A
5/9/2005,3.37,A
5/10/2005,3.42,A
5/11/2005,3.53,A
5/12/2005,3.46,A
5/13/2005,3.38,A
5/14/2005,3.38,A
5/15/2005,3.19,A
5/16/2005,2.97,A
5/17/2005,2.82,A
5/18/2005,2.58,A
5/19/2005,2.39,A
5/20/2005,2.24,A
5/21/2005,2.09,A
5/22/2005,1.9,A
5/23/2005,1.79,A
5/24/2005,1.71,A
5/25/2005,1.65,A
5/26/2005,1.57,A
5/27/2005,1.55,A
5/28/2005,1.47,A
5/29/2005,1.49,A
5/30/2005,1.68,A
5/31/2005,1.4,A
6/1/2005,1.54,A
6/2/2005,1.32,A
6/3/2005,1.82,A
6/4/2005,1.31,A
6/5/2005,1.12,A
6/6/2005,1.03,A
6/7/2005,0.99,A
6/8/2005,0.91,A
6/9/2005,0.88,A
6/10/2005,0.92,A
6/11/2005,1.04,A
6/12/2005,1.33,A
6/13/2005,0.98,A
6/14/2005,0.92,A
6/15/2005,0.88,A
6/16/2005,0.91,A
6/17/2005,0.83,A
6/18/2005,0.77,A
6/19/2005,0.73,A
6/20/2005,0.71,A
6/21/2005,0.72,A
6/22/2005,0.82,A
6/23/2005,0.73,A
6/24/2005,0.72,A
6/25/2005,0.7,A
6/26/2005,0.66,A
6/27/2005,0.64,A
6/28/2005,0.61,A
6/29/2005,0.59,A
6/30/2005,0.55,A
7/1/2005,0.58,A
7/2/2005,0.55,A
7/3/2005,0.55,A
7/4/2005,0.53,A
7/5/2005,0.52,A
7/6/2005,0.99,A
7/7/2005,0.67,A
7/8/2005,0.8,A
7/9/2005,0.51,A
7/10/2005,0.47,A
7/11/2005,0.44,A
7/12/2005,0.43,A
7/13/2005,0.43,A
7/14/2005,0.41,A
7/15/2005,0.42,A
7/16/2005,0.39,A
7/17/2005,0.4,A
7/18/2005,0.38,A
7/19/2005,0.38,A
7/20/2005,0.38,A
7/21/2005,0.37,A
7/22/2005,0.37,A
7/23/2005,0.37,A
7/24/2005,0.39,A
7/25/2005,0.41,A
7/26/2005,0.4,A
7/27/2005,0.46,A
7/28/2005,0.43,A
7/29/2005,0.41,A
7/30/2005,0.38,A
7/31/2005,0.37,A
8/1/2005,0.37,A
8/2/2005,0.37,A
8/3/2005,0.38,A
8/4/2005,0.61,A
8/5/2005,0.6,A
8/6/2005,0.49,A
8/7/2005,0.43,A
8/8/2005,0.42,A
8/9/2005,0.45,A
8/10/2005,0.44,A
8/11/2005,0.47,A
8/12/2005,0.48,A
8/13/2005,0.52,A
8/14/2005,0.5,A
8/15/2005,0.45,A
8/16/2005,0.45,A
8/17/2005,0.42,A
8/18/2005,0.38,A
8/19/2005,0.38,A
8/20/2005,0.42,A
8/21/2005,0.5,A
8/22/2005,0.5,A
8/23/2005,0.52,A
8/24/2005,0.45,A
8/25/2005,0.4,A
8/26/2005,0.4,A
8/27/2005,0.4,A
8/28/2005,0.38,A
8/29/2005,0.37,A
8/30/2005,0.37,A
8/31/2005,0.35,A
9/1/2005,0.35,A
9/2/2005,0.35,A
9/3/2005,0.34,A
9/4/2005,0.35,A
9/5/2005,0.34,A
9/6/2005,0.35,A
9/7/2005,0.34,A
9/8/2005,0.33,A
9/9/2005,0.33,A
9/10/2005,0.31,A
9/11/2005,0.3,A
9/12/2005,0.31,A
9/13/2005,0.31,A
9/14/2005,0.33,A
9/15/2005,0.33,A
9/16/2005,0.31,A
9/17/2005,0.31,A
9/18/2005,0.3,A
9/19/2005,0.84,A
9/20/2005,0.3,A
9/21/2005,0.31,A
9/22/2005,0.33,A
9/23/2005,0.31,A
9/24/2005,0.3,A
9/25/2005,0.3,A
9/26/2005,0.32,A
9/27/2005,0.3,A
9/28/2005,0.36,A
9/29/2005,0.34,A
9/30/2005,0.31,A
10/1/2005,0.3,A
10/2/2005,0.31,A
10/3/2005,0.31,A
10/4/2005,0.31,A
10/5/2005,0.32,A
10/6/2005,0.35,A
10/7/2005,0.35,A
10/8/2005,0.35,A
10/9/2005,0.38,A
10/10/2005,0.54,A
10/11/2005,0.54,A
10/12/2005,0.8,A
10/13/2005,3.05,A
10/14/2005,3.38,A
10/15/2005,3.78,A
10/16/2005,3.84,A
10/17/2005,3.85,A
10/18/2005,3.91,A
10/19/2005,3.95,A
10/20/2005,3.95,A
10/21/2005,3.8,A
10/22/2005,4.12,A
10/23/2005,4.12,A
10/24/2005,3.34,A
10/25/2005,0.53,A
10/26/2005,0.39,A
10/27/2005,0.34,A
10/28/2005,0.35,A
10/29/2005,0.32,A
10/30/2005,0.33,A
10/31/2005,0.32,A
11/1/2005,0.31,A
11/2/2005,0.31,A
11/3/2005,0.33,A
11/4/2005,0.81,A
11/5/2005,0.39,A
11/6/2005,0.35,A
11/7/2005,0.33,A
11/8/2005,0.31,A
11/9/2005,0.4,A
11/10/2005,0.38,A e
11/11/2005,0.46,A e
11/12/2005,0.49,A e
11/13/2005,0.49,A e
11/14/2005,0.49,A e
11/15/2005,0.49,A e
11/16/2005,0.47,A e
11/17/2005,0.47,A e
11/18/2005,0.5,A e
11/19/2005,0.5,A
11/20/2005,0.45,A
11/21/2005,0.45,A
11/22/2005,0.45,A
11/23/2005,0.45,A
11/24/2005,0.45,A
11/25/2005,0.45,A
11/26/2005,0.45,A
11/27/2005,0.44,A e
11/28/2005,0.47,A e
11/29/2005,0.49,A e
11/30/2005,0.49,A e
12/1/2005,0.48,A e
12/2/2005,0.45,A
12/3/2005,0.48,A e
12/4/2005,0.44,A
12/5/2005,0.48,A
12/6/2005,0.58,A
12/7/2005,0.61,A
12/8/2005,0.64,A e
12/9/2005,0.6,A e
12/10/2005,0.55,A
12/11/2005,0.55,A
12/12/2005,0.5,A
12/13/2005,0.5,A
12/14/2005,0.49,A
12/15/2005,0.49,A e
12/16/2005,0.49,A e
12/17/2005,0.49,A e
12/18/2005,0.49,A e
12/19/2005,0.49,A e
12/20/2005,0.46,A e
12/21/2005,0.4,A
12/22/2005,0.4,A
12/23/2005,0.36,A
12/24/2005,0.35,A
12/25/2005,0.35,A
12/26/2005,0.35,A
12/27/2005,0.32,A
12/28/2005,0.31,A
12/29/2005,0.31,A
12/30/2005,0.31,A
12/31/2005,0.31,A
1/1/2006,0.31,A
1/2/2006,0.31,A
1/3/2006,0.31,A
1/4/2006,0.31,A
1/5/2006,0.31,A
1/6/2006,0.27,A
1/7/2006,0.27,A
1/8/2006,0.27,A
1/9/2006,0.28,A e
